# epoch,loss,loss_val
0.000000000000000000e+00,6.939426660537719727e-01,6.912701129913330078e-01
1.000000000000000000e+00,6.924568414688110352e-01,6.896966099739074707e-01
2.000000000000000000e+00,6.906608343124389648e-01,6.884095668792724609e-01
3.000000000000000000e+00,6.890959143638610840e-01,6.870716810226440430e-01
4.000000000000000000e+00,6.874988675117492676e-01,6.854912638664245605e-01
5.000000000000000000e+00,6.856947541236877441e-01,6.836570501327514648e-01
6.000000000000000000e+00,6.836614012718200684e-01,6.815382838249206543e-01
7.000000000000000000e+00,6.814017295837402344e-01,6.791556477546691895e-01
8.000000000000000000e+00,6.788367629051208496e-01,6.764259338378906250e-01
9.000000000000000000e+00,6.759342551231384277e-01,6.733013987541198730e-01
1.000000000000000000e+01,6.726505160331726074e-01,6.698312163352966309e-01
1.100000000000000000e+01,6.689759492874145508e-01,6.660885214805603027e-01
1.200000000000000000e+01,6.649838089942932129e-01,6.620573401451110840e-01
1.300000000000000000e+01,6.606963276863098145e-01,6.576151847839355469e-01
1.400000000000000000e+01,6.559910178184509277e-01,6.527230739593505859e-01
1.500000000000000000e+01,6.507893204689025879e-01,6.473776102066040039e-01
1.600000000000000000e+01,6.451189517974853516e-01,6.415289044380187988e-01
1.700000000000000000e+01,6.389688849449157715e-01,6.352648735046386719e-01
1.800000000000000000e+01,6.323708891868591309e-01,6.286748647689819336e-01
1.900000000000000000e+01,6.253937482833862305e-01,6.217132806777954102e-01
2.000000000000000000e+01,6.180906295776367188e-01,6.141465306282043457e-01
2.100000000000000000e+01,6.102932095527648926e-01,6.059470772743225098e-01
2.200000000000000000e+01,6.019710302352905273e-01,5.972393751144409180e-01
2.300000000000000000e+01,5.931729078292846680e-01,5.881348848342895508e-01
2.400000000000000000e+01,5.839608907699584961e-01,5.786616206169128418e-01
2.500000000000000000e+01,5.743717551231384277e-01,5.687029361724853516e-01
2.600000000000000000e+01,5.643349885940551758e-01,5.581074953079223633e-01
2.700000000000000000e+01,5.538188815116882324e-01,5.468443036079406738e-01
2.800000000000000000e+01,5.428040623664855957e-01,5.349105596542358398e-01
2.900000000000000000e+01,5.312891602516174316e-01,5.223556756973266602e-01
3.000000000000000000e+01,5.192981362342834473e-01,5.092574954032897949e-01
