# epoch,loss,loss_val
0.000000000000000000e+00,6.934912800788879395e-01,6.919723153114318848e-01
1.000000000000000000e+00,6.927035450935363770e-01,6.913275718688964844e-01
2.000000000000000000e+00,6.919836401939392090e-01,6.907672882080078125e-01
3.000000000000000000e+00,6.913573741912841797e-01,6.901347041130065918e-01
4.000000000000000000e+00,6.906701326370239258e-01,6.893912553787231445e-01
5.000000000000000000e+00,6.898737549781799316e-01,6.886286139488220215e-01
6.000000000000000000e+00,6.890257596969604492e-01,6.877539157867431641e-01
7.000000000000000000e+00,6.880802512168884277e-01,6.867744326591491699e-01
8.000000000000000000e+00,6.870351433753967285e-01,6.856662631034851074e-01
9.000000000000000000e+00,6.858440637588500977e-01,6.843655705451965332e-01
1.000000000000000000e+01,6.844581365585327148e-01,6.829585433006286621e-01
1.100000000000000000e+01,6.829487085342407227e-01,6.814231872558593750e-01
1.200000000000000000e+01,6.813083291053771973e-01,6.797132492065429688e-01
1.300000000000000000e+01,6.794914007186889648e-01,6.779397130012512207e-01
1.400000000000000000e+01,6.775922179222106934e-01,6.760702133178710938e-01
1.500000000000000000e+01,6.756162643432617188e-01,6.740306019783020020e-01
1.600000000000000000e+01,6.735160946846008301e-01,6.719346642494201660e-01
1.700000000000000000e+01,6.713573932647705078e-01,6.698549985885620117e-01
1.800000000000000000e+01,6.691781282424926758e-01,6.676623225212097168e-01
1.900000000000000000e+01,6.668471097946166992e-01,6.651822328567504883e-01
2.000000000000000000e+01,6.642487049102783203e-01,6.624945402145385742e-01
2.100000000000000000e+01,6.614924073219299316e-01,6.596885323524475098e-01
2.200000000000000000e+01,6.586217284202575684e-01,6.567012071609497070e-01
2.300000000000000000e+01,6.555651426315307617e-01,6.534657478332519531e-01
2.400000000000000000e+01,6.522634029388427734e-01,6.500237584114074707e-01
2.500000000000000000e+01,6.487585306167602539e-01,6.463253498077392578e-01
2.600000000000000000e+01,6.449729204177856445e-01,6.422057747840881348e-01
2.700000000000000000e+01,6.408167481422424316e-01,6.376987099647521973e-01
2.800000000000000000e+01,6.363106966018676758e-01,6.330277919769287109e-01
2.900000000000000000e+01,6.316218972206115723e-01,6.280149817466735840e-01
3.000000000000000000e+01,6.264727711677551270e-01,6.227676272392272949e-01
3.100000000000000000e+01,6.210785508155822754e-01,6.170811057090759277e-01
3.200000000000000000e+01,6.152594089508056641e-01,6.110559701919555664e-01
3.300000000000000000e+01,6.091452240943908691e-01,6.047097444534301758e-01
3.400000000000000000e+01,6.025978326797485352e-01,5.979830622673034668e-01
3.500000000000000000e+01,5.957024097442626953e-01,5.905514955520629883e-01
3.600000000000000000e+01,5.881835818290710449e-01,5.829173326492309570e-01
3.700000000000000000e+01,5.804732441902160645e-01,5.752311348915100098e-01
3.800000000000000000e+01,5.724633932113647461e-01,5.672889351844787598e-01
3.900000000000000000e+01,5.640195608139038086e-01,5.590153336524963379e-01
4.000000000000000000e+01,5.553013682365417480e-01,5.500337481498718262e-01
4.100000000000000000e+01,5.461066961288452148e-01,5.407198667526245117e-01
4.200000000000000000e+01,5.365645885467529297e-01,5.310924649238586426e-01
4.300000000000000000e+01,5.265995264053344727e-01,5.212700366973876953e-01
4.400000000000000000e+01,5.162935853004455566e-01,5.111932158470153809e-01
4.500000000000000000e+01,5.056674480438232422e-01,5.008163452148437500e-01
4.600000000000000000e+01,4.948725104331970215e-01,4.897415935993194580e-01
4.700000000000000000e+01,4.836733043193817139e-01,4.785678684711456299e-01
4.800000000000000000e+01,4.725117385387420654e-01,4.671709239482879639e-01
4.900000000000000000e+01,4.609914422035217285e-01,4.557687938213348389e-01
5.000000000000000000e+01,4.493407309055328369e-01,4.440343677997589111e-01
5.100000000000000000e+01,4.375616908073425293e-01,4.320204257965087891e-01
5.200000000000000000e+01,4.256375730037689209e-01,4.194621443748474121e-01
5.300000000000000000e+01,4.137054085731506348e-01,4.067481458187103271e-01
5.400000000000000000e+01,4.017010331153869629e-01,3.937669992446899414e-01
5.500000000000000000e+01,3.896183073520660400e-01,3.808156549930572510e-01
5.600000000000000000e+01,3.777001500129699707e-01,3.680974841117858887e-01
5.700000000000000000e+01,3.661957383155822754e-01,3.558637499809265137e-01
5.800000000000000000e+01,3.552812933921813965e-01,3.441387712955474854e-01
5.900000000000000000e+01,3.448638319969177246e-01,3.327765464782714844e-01
6.000000000000000000e+01,3.348615467548370361e-01,3.214424252510070801e-01
6.100000000000000000e+01,3.253628015518188477e-01,3.100640177726745605e-01
6.200000000000000000e+01,3.164431452751159668e-01,2.987611889839172363e-01
6.300000000000000000e+01,3.081705272197723389e-01,2.874377667903900146e-01
6.400000000000000000e+01,3.005196452140808105e-01,2.764908373355865479e-01
6.500000000000000000e+01,2.935589849948883057e-01,2.660008370876312256e-01
6.600000000000000000e+01,2.872977256774902344e-01,2.560985684394836426e-01
6.700000000000000000e+01,2.817501723766326904e-01,2.468158751726150513e-01
6.800000000000000000e+01,2.769086658954620361e-01,2.380297482013702393e-01
6.900000000000000000e+01,2.727229297161102295e-01,2.298641204833984375e-01
7.000000000000000000e+01,2.691489756107330322e-01,2.223720550537109375e-01
7.100000000000000000e+01,2.661285996437072754e-01,2.155396193265914917e-01
7.200000000000000000e+01,2.635979950428009033e-01,2.091297209262847900e-01
7.300000000000000000e+01,2.615153491497039795e-01,2.033154666423797607e-01
7.400000000000000000e+01,2.597839236259460449e-01,1.981104165315628052e-01
7.500000000000000000e+01,2.582548558712005615e-01,1.933975666761398315e-01
7.600000000000000000e+01,2.568568289279937744e-01,1.892563104629516602e-01
7.700000000000000000e+01,2.555047571659088135e-01,1.855888664722442627e-01
7.800000000000000000e+01,2.541350424289703369e-01,1.822814792394638062e-01
7.900000000000000000e+01,2.527569532394409180e-01,1.790723055601119995e-01
8.000000000000000000e+01,2.513143420219421387e-01,1.760484427213668823e-01
8.100000000000000000e+01,2.498235851526260376e-01,1.731543540954589844e-01
8.200000000000000000e+01,2.482693642377853394e-01,1.704492270946502686e-01
8.300000000000000000e+01,2.467142790555953979e-01,1.681316643953323364e-01
8.400000000000000000e+01,2.451638132333755493e-01,1.659778505563735962e-01
8.500000000000000000e+01,2.435931861400604248e-01,1.640427857637405396e-01
8.600000000000000000e+01,2.420055866241455078e-01,1.622818112373352051e-01
8.700000000000000000e+01,2.404157966375350952e-01,1.606974154710769653e-01
8.800000000000000000e+01,2.388415187597274780e-01,1.595087349414825439e-01
8.900000000000000000e+01,2.373065501451492310e-01,1.586741060018539429e-01
9.000000000000000000e+01,2.358199954032897949e-01,1.581370830535888672e-01
9.100000000000000000e+01,2.343993782997131348e-01,1.578791886568069458e-01
9.200000000000000000e+01,2.330400496721267700e-01,1.578592211008071899e-01
9.300000000000000000e+01,2.317402511835098267e-01,1.578583270311355591e-01
9.400000000000000000e+01,2.305173724889755249e-01,1.578295379877090454e-01
9.500000000000000000e+01,2.293913513422012329e-01,1.577346473932266235e-01
9.600000000000000000e+01,2.283172160387039185e-01,1.575819253921508789e-01
9.700000000000000000e+01,2.273044288158416748e-01,1.573741734027862549e-01
9.800000000000000000e+01,2.263325601816177368e-01,1.571169048547744751e-01
9.900000000000000000e+01,2.253908365964889526e-01,1.568290144205093384e-01
1.000000000000000000e+02,2.244815081357955933e-01,1.565189808607101440e-01
1.010000000000000000e+02,2.235929071903228760e-01,1.561873704195022583e-01
1.020000000000000000e+02,2.227160483598709106e-01,1.558388024568557739e-01
1.030000000000000000e+02,2.218554913997650146e-01,1.554776430130004883e-01
1.040000000000000000e+02,2.210005968809127808e-01,1.551021486520767212e-01
1.050000000000000000e+02,2.201727330684661865e-01,1.546369642019271851e-01
1.060000000000000000e+02,2.193747609853744507e-01,1.540426015853881836e-01
1.070000000000000000e+02,2.185869365930557251e-01,1.533503979444503784e-01
1.080000000000000000e+02,2.178039550781250000e-01,1.525713056325912476e-01
1.090000000000000000e+02,2.170327603816986084e-01,1.517553031444549561e-01
1.100000000000000000e+02,2.162804603576660156e-01,1.509461849927902222e-01
1.110000000000000000e+02,2.155445665121078491e-01,1.501616686582565308e-01
1.120000000000000000e+02,2.148230373859405518e-01,1.494264453649520874e-01
1.130000000000000000e+02,2.141142934560775757e-01,1.487696915864944458e-01
1.140000000000000000e+02,2.134170234203338623e-01,1.481999754905700684e-01
1.150000000000000000e+02,2.127307057380676270e-01,1.477146297693252563e-01
1.160000000000000000e+02,2.120559811592102051e-01,1.472952812910079956e-01
1.170000000000000000e+02,2.113967537879943848e-01,1.469198167324066162e-01
1.180000000000000000e+02,2.107440382242202759e-01,1.465622037649154663e-01
1.190000000000000000e+02,2.101047635078430176e-01,1.462266892194747925e-01
1.200000000000000000e+02,2.094699293375015259e-01,1.458982974290847778e-01
1.210000000000000000e+02,2.088384479284286499e-01,1.455673128366470337e-01
1.220000000000000000e+02,2.082119286060333252e-01,1.452342122793197632e-01
1.230000000000000000e+02,2.075905352830886841e-01,1.448979675769805908e-01
1.240000000000000000e+02,2.069743722677230835e-01,1.445481181144714355e-01
1.250000000000000000e+02,2.063628733158111572e-01,1.441959440708160400e-01
1.260000000000000000e+02,2.057542502880096436e-01,1.438499838113784790e-01
1.270000000000000000e+02,2.051488012075424194e-01,1.435202509164810181e-01
1.280000000000000000e+02,2.045471072196960449e-01,1.432176679372787476e-01
1.290000000000000000e+02,2.039494216442108154e-01,1.429435163736343384e-01
1.300000000000000000e+02,2.033572494983673096e-01,1.427018493413925171e-01
1.310000000000000000e+02,2.027691304683685303e-01,1.425169408321380615e-01
1.320000000000000000e+02,2.021844685077667236e-01,1.423941403627395630e-01
1.330000000000000000e+02,2.016031891107559204e-01,1.423338502645492554e-01
