# epoch,loss,loss_val
0.000000000000000000e+00,6.860431432723999023e-01,6.755116581916809082e-01
1.000000000000000000e+00,6.841124296188354492e-01,6.723928451538085938e-01
2.000000000000000000e+00,6.822647452354431152e-01,6.693113446235656738e-01
3.000000000000000000e+00,6.803988218307495117e-01,6.662472486495971680e-01
4.000000000000000000e+00,6.785464882850646973e-01,6.630839109420776367e-01
5.000000000000000000e+00,6.766136288642883301e-01,6.598527431488037109e-01
6.000000000000000000e+00,6.746069788932800293e-01,6.564966440200805664e-01
7.000000000000000000e+00,6.724814772605895996e-01,6.529681682586669922e-01
8.000000000000000000e+00,6.702080965042114258e-01,6.495271921157836914e-01
9.000000000000000000e+00,6.679121255874633789e-01,6.462215185165405273e-01
1.000000000000000000e+01,6.656519174575805664e-01,6.428284645080566406e-01
1.100000000000000000e+01,6.631679534912109375e-01,6.391993165016174316e-01
1.200000000000000000e+01,6.603956818580627441e-01,6.352865695953369141e-01
1.300000000000000000e+01,6.572719812393188477e-01,6.310853958129882812e-01
1.400000000000000000e+01,6.538146734237670898e-01,6.265468597412109375e-01
1.500000000000000000e+01,6.500035524368286133e-01,6.218705773353576660e-01
1.600000000000000000e+01,6.459798216819763184e-01,6.169969439506530762e-01
1.700000000000000000e+01,6.417245268821716309e-01,6.120860576629638672e-01
1.800000000000000000e+01,6.372646093368530273e-01,6.068588495254516602e-01
1.900000000000000000e+01,6.323916912078857422e-01,6.013417243957519531e-01
2.000000000000000000e+01,6.270355582237243652e-01,5.953848361968994141e-01
2.100000000000000000e+01,6.211494803428649902e-01,5.889903306961059570e-01
2.200000000000000000e+01,6.147464513778686523e-01,5.820975303649902344e-01
2.300000000000000000e+01,6.078019738197326660e-01,5.747535228729248047e-01
2.400000000000000000e+01,6.004166007041931152e-01,5.671395659446716309e-01
2.500000000000000000e+01,5.930553674697875977e-01,5.583481788635253906e-01
2.600000000000000000e+01,5.854113698005676270e-01,5.483004450798034668e-01
2.700000000000000000e+01,5.769808292388916016e-01,5.373041033744812012e-01
2.800000000000000000e+01,5.680136084556579590e-01,5.257073640823364258e-01
2.900000000000000000e+01,5.587142109870910645e-01,5.141348242759704590e-01
3.000000000000000000e+01,5.492265224456787109e-01,5.025478601455688477e-01
3.100000000000000000e+01,5.392526388168334961e-01,4.903819859027862549e-01
3.200000000000000000e+01,5.290313363075256348e-01,4.775572121143341064e-01
3.300000000000000000e+01,5.183118581771850586e-01,4.642903506755828857e-01
3.400000000000000000e+01,5.073109269142150879e-01,4.509058892726898193e-01
3.500000000000000000e+01,4.957160055637359619e-01,4.378996491432189941e-01
3.600000000000000000e+01,4.842450022697448730e-01,4.240551292896270752e-01
3.700000000000000000e+01,4.725705981254577637e-01,4.096111059188842773e-01
3.800000000000000000e+01,4.609706997871398926e-01,3.956547379493713379e-01
3.900000000000000000e+01,4.492411613464355469e-01,3.822280764579772949e-01
4.000000000000000000e+01,4.374931752681732178e-01,3.688328266143798828e-01
4.100000000000000000e+01,4.258340001106262207e-01,3.557423651218414307e-01
4.200000000000000000e+01,4.144684672355651855e-01,3.423646092414855957e-01
4.300000000000000000e+01,4.031893014907836914e-01,3.290067613124847412e-01
4.400000000000000000e+01,3.922611176967620850e-01,3.167058825492858887e-01
4.500000000000000000e+01,3.818385004997253418e-01,3.065187633037567139e-01
4.600000000000000000e+01,3.720690011978149414e-01,2.966161072254180908e-01
4.700000000000000000e+01,3.629797399044036865e-01,2.866833806037902832e-01
4.800000000000000000e+01,3.541336059570312500e-01,2.768372595310211182e-01
4.900000000000000000e+01,3.455910384654998779e-01,2.675690948963165283e-01
5.000000000000000000e+01,3.376510739326477051e-01,2.596296370029449463e-01
5.100000000000000000e+01,3.299339711666107178e-01,2.526107728481292725e-01
5.200000000000000000e+01,3.227908611297607422e-01,2.456626892089843750e-01
5.300000000000000000e+01,3.159385621547698975e-01,2.388678193092346191e-01
5.400000000000000000e+01,3.093478381633758545e-01,2.323005646467208862e-01
5.500000000000000000e+01,3.030570447444915771e-01,2.264760881662368774e-01
5.600000000000000000e+01,2.966609895229339600e-01,2.210726886987686157e-01
5.700000000000000000e+01,2.905661463737487793e-01,2.160239368677139282e-01
5.800000000000000000e+01,2.846082746982574463e-01,2.117936909198760986e-01
5.900000000000000000e+01,2.788471281528472900e-01,2.078137248754501343e-01
6.000000000000000000e+01,2.732315063476562500e-01,2.041732817888259888e-01
6.100000000000000000e+01,2.678149938583374023e-01,2.015111446380615234e-01
6.200000000000000000e+01,2.626827657222747803e-01,1.992258429527282715e-01
6.300000000000000000e+01,2.578302025794982910e-01,1.972115486860275269e-01
6.400000000000000000e+01,2.533687949180603027e-01,1.958944946527481079e-01
6.500000000000000000e+01,2.492248415946960449e-01,1.953832507133483887e-01
6.600000000000000000e+01,2.454527020454406738e-01,1.948311924934387207e-01
6.700000000000000000e+01,2.421055883169174194e-01,1.939457654953002930e-01
6.800000000000000000e+01,2.390302568674087524e-01,1.935595870018005371e-01
6.900000000000000000e+01,2.361975014209747314e-01,1.937424540519714355e-01
7.000000000000000000e+01,2.334216684103012085e-01,1.943520307540893555e-01
7.100000000000000000e+01,2.308288961648941040e-01,1.941061764955520630e-01
7.200000000000000000e+01,2.283065021038055420e-01,1.923835128545761108e-01
7.300000000000000000e+01,2.258133590221405029e-01,1.907696574926376343e-01
7.400000000000000000e+01,2.234015166759490967e-01,1.894007623195648193e-01
7.500000000000000000e+01,2.210670709609985352e-01,1.882683932781219482e-01
7.600000000000000000e+01,2.187328487634658813e-01,1.873192787170410156e-01
