# epoch,loss,loss_val
0.000000000000000000e+00,7.307557463645935059e-01,7.022683620452880859e-01
1.000000000000000000e+00,7.271182537078857422e-01,7.007847428321838379e-01
2.000000000000000000e+00,7.235241532325744629e-01,6.994120478630065918e-01
3.000000000000000000e+00,7.201531529426574707e-01,6.981239318847656250e-01
4.000000000000000000e+00,7.167937159538269043e-01,6.972386837005615234e-01
5.000000000000000000e+00,7.140893936157226562e-01,6.966581344604492188e-01
6.000000000000000000e+00,7.120380997657775879e-01,6.961072087287902832e-01
7.000000000000000000e+00,7.100962400436401367e-01,6.953350305557250977e-01
8.000000000000000000e+00,7.079384326934814453e-01,6.942821741104125977e-01
9.000000000000000000e+00,7.055496573448181152e-01,6.931896805763244629e-01
1.000000000000000000e+01,7.029623389244079590e-01,6.920681595802307129e-01
1.100000000000000000e+01,7.001704573631286621e-01,6.908245086669921875e-01
1.200000000000000000e+01,6.971283555030822754e-01,6.895251870155334473e-01
1.300000000000000000e+01,6.938101053237915039e-01,6.881473660469055176e-01
1.400000000000000000e+01,6.901632547378540039e-01,6.866893172264099121e-01
1.500000000000000000e+01,6.860684156417846680e-01,6.849756240844726562e-01
1.600000000000000000e+01,6.813222765922546387e-01,6.832285523414611816e-01
1.700000000000000000e+01,6.762171387672424316e-01,6.815537214279174805e-01
1.800000000000000000e+01,6.708413958549499512e-01,6.797942519187927246e-01
1.900000000000000000e+01,6.650809049606323242e-01,6.779361963272094727e-01
2.000000000000000000e+01,6.588909029960632324e-01,6.760311126708984375e-01
2.100000000000000000e+01,6.523221135139465332e-01,6.742788553237915039e-01
2.200000000000000000e+01,6.455568075180053711e-01,6.727212071418762207e-01
2.300000000000000000e+01,6.386052370071411133e-01,6.714280247688293457e-01
2.400000000000000000e+01,6.315383315086364746e-01,6.704766750335693359e-01
2.500000000000000000e+01,6.244113445281982422e-01,6.700038909912109375e-01
2.600000000000000000e+01,6.173446178436279297e-01,6.700494885444641113e-01
2.700000000000000000e+01,6.104905009269714355e-01,6.706225275993347168e-01
2.800000000000000000e+01,6.039674878120422363e-01,6.717919707298278809e-01
2.900000000000000000e+01,5.979048013687133789e-01,6.735929846763610840e-01
3.000000000000000000e+01,5.924090743064880371e-01,6.758685708045959473e-01
3.100000000000000000e+01,5.875525474548339844e-01,6.784238815307617188e-01
3.200000000000000000e+01,5.833368897438049316e-01,6.808550357818603516e-01
3.300000000000000000e+01,5.796567797660827637e-01,6.826151609420776367e-01
3.400000000000000000e+01,5.763130187988281250e-01,6.831019520759582520e-01
3.500000000000000000e+01,5.730171203613281250e-01,6.818621754646301270e-01
