# epoch,loss,loss_val
0.000000000000000000e+00,7.018566727638244629e-01,7.009720206260681152e-01
1.000000000000000000e+00,7.008719444274902344e-01,7.000830173492431641e-01
2.000000000000000000e+00,6.998992562294006348e-01,6.992281079292297363e-01
3.000000000000000000e+00,6.989582777023315430e-01,6.987804174423217773e-01
4.000000000000000000e+00,6.984993219375610352e-01,6.981005668640136719e-01
5.000000000000000000e+00,6.977642178535461426e-01,6.972958445549011230e-01
6.000000000000000000e+00,6.968601346015930176e-01,6.964861750602722168e-01
7.000000000000000000e+00,6.959265470504760742e-01,6.957831978797912598e-01
8.000000000000000000e+00,6.951272487640380859e-01,6.950033307075500488e-01
9.000000000000000000e+00,6.942286491394042969e-01,6.941434741020202637e-01
1.000000000000000000e+01,6.932587027549743652e-01,6.932622194290161133e-01
1.100000000000000000e+01,6.922341585159301758e-01,6.923357248306274414e-01
1.200000000000000000e+01,6.911548972129821777e-01,6.913236975669860840e-01
1.300000000000000000e+01,6.899922490119934082e-01,6.904415488243103027e-01
1.400000000000000000e+01,6.889826655387878418e-01,6.893252134323120117e-01
1.500000000000000000e+01,6.876464486122131348e-01,6.881998777389526367e-01
1.600000000000000000e+01,6.862849593162536621e-01,6.870484352111816406e-01
1.700000000000000000e+01,6.848999857902526855e-01,6.856968998908996582e-01
1.800000000000000000e+01,6.832839250564575195e-01,6.843287944793701172e-01
1.900000000000000000e+01,6.816495656967163086e-01,6.828469634056091309e-01
2.000000000000000000e+01,6.798691153526306152e-01,6.811880469322204590e-01
2.100000000000000000e+01,6.778429150581359863e-01,6.796158552169799805e-01
2.200000000000000000e+01,6.758709549903869629e-01,6.778060793876647949e-01
2.300000000000000000e+01,6.736462712287902832e-01,6.757720112800598145e-01
2.400000000000000000e+01,6.711748838424682617e-01,6.738310456275939941e-01
2.500000000000000000e+01,6.688167452812194824e-01,6.718084216117858887e-01
2.600000000000000000e+01,6.662743687629699707e-01,6.696033477783203125e-01
2.700000000000000000e+01,6.634399294853210449e-01,6.671087741851806641e-01
2.800000000000000000e+01,6.603049635887145996e-01,6.644729375839233398e-01
2.900000000000000000e+01,6.569370627403259277e-01,6.615451574325561523e-01
3.000000000000000000e+01,6.532127857208251953e-01,6.587120294570922852e-01
3.100000000000000000e+01,6.496034264564514160e-01,6.557288169860839844e-01
3.200000000000000000e+01,6.457175612449645996e-01,6.524419784545898438e-01
3.300000000000000000e+01,6.413831114768981934e-01,6.489843130111694336e-01
3.400000000000000000e+01,6.367988586425781250e-01,6.455140113830566406e-01
3.500000000000000000e+01,6.320933103561401367e-01,6.416534185409545898e-01
3.600000000000000000e+01,6.268914937973022461e-01,6.377221345901489258e-01
3.700000000000000000e+01,6.214374303817749023e-01,6.336866617202758789e-01
3.800000000000000000e+01,6.157257556915283203e-01,6.293496489524841309e-01
3.900000000000000000e+01,6.096429824829101562e-01,6.247062683105468750e-01
4.000000000000000000e+01,6.031566262245178223e-01,6.199421286582946777e-01
4.100000000000000000e+01,5.963007807731628418e-01,6.149556636810302734e-01
4.200000000000000000e+01,5.889511704444885254e-01,6.101984977722167969e-01
4.300000000000000000e+01,5.816370248794555664e-01,6.044477224349975586e-01
4.400000000000000000e+01,5.733586549758911133e-01,5.988695025444030762e-01
4.500000000000000000e+01,5.650422573089599609e-01,5.930141210556030273e-01
4.600000000000000000e+01,5.560563206672668457e-01,5.874465107917785645e-01
4.700000000000000000e+01,5.470936894416809082e-01,5.815113782882690430e-01
4.800000000000000000e+01,5.375738739967346191e-01,5.750645995140075684e-01
4.900000000000000000e+01,5.275217294692993164e-01,5.688570141792297363e-01
5.000000000000000000e+01,5.173230767250061035e-01,5.625428557395935059e-01
5.100000000000000000e+01,5.064935088157653809e-01,5.563062429428100586e-01
5.200000000000000000e+01,4.952266514301300049e-01,5.500923991203308105e-01
5.300000000000000000e+01,4.836557209491729736e-01,5.437760353088378906e-01
5.400000000000000000e+01,4.715445041656494141e-01,5.376185178756713867e-01
5.500000000000000000e+01,4.590988159179687500e-01,5.313627719879150391e-01
5.600000000000000000e+01,4.462394714355468750e-01,5.254894495010375977e-01
5.700000000000000000e+01,4.330743253231048584e-01,5.201574563980102539e-01
5.800000000000000000e+01,4.196839034557342529e-01,5.152829885482788086e-01
5.900000000000000000e+01,4.063860774040222168e-01,5.107080340385437012e-01
6.000000000000000000e+01,3.928572237491607666e-01,5.065560340881347656e-01
6.100000000000000000e+01,3.787093758583068848e-01,5.031434893608093262e-01
6.200000000000000000e+01,3.646651506423950195e-01,4.995005726814270020e-01
6.300000000000000000e+01,3.504170477390289307e-01,4.967306554317474365e-01
6.400000000000000000e+01,3.365147709846496582e-01,4.951459467411041260e-01
6.500000000000000000e+01,3.227087259292602539e-01,4.947913289070129395e-01
6.600000000000000000e+01,3.092711269855499268e-01,4.943040907382965088e-01
6.700000000000000000e+01,2.958458960056304932e-01,4.948968291282653809e-01
6.800000000000000000e+01,2.830135524272918701e-01,4.962569177150726318e-01
6.900000000000000000e+01,2.706659734249114990e-01,4.983155727386474609e-01
7.000000000000000000e+01,2.588035762310028076e-01,5.011598467826843262e-01
7.100000000000000000e+01,2.475354671478271484e-01,5.055693387985229492e-01
7.200000000000000000e+01,2.369399219751358032e-01,5.099472403526306152e-01
7.300000000000000000e+01,2.267200201749801636e-01,5.146403312683105469e-01
7.400000000000000000e+01,2.172687798738479614e-01,5.207281112670898438e-01
7.500000000000000000e+01,2.087279558181762695e-01,5.259194970130920410e-01
7.600000000000000000e+01,2.006726562976837158e-01,5.324115753173828125e-01
