# epoch,loss,loss_val
0.000000000000000000e+00,7.018243074417114258e-01,7.007763385772705078e-01
1.000000000000000000e+00,7.007379531860351562e-01,6.996923685073852539e-01
2.000000000000000000e+00,6.996529698371887207e-01,6.987133622169494629e-01
3.000000000000000000e+00,6.986758112907409668e-01,6.980404853820800781e-01
4.000000000000000000e+00,6.979444026947021484e-01,6.972396969795227051e-01
5.000000000000000000e+00,6.971146464347839355e-01,6.962337493896484375e-01
6.000000000000000000e+00,6.961228847503662109e-01,6.951969265937805176e-01
7.000000000000000000e+00,6.951045393943786621e-01,6.942706704139709473e-01
8.000000000000000000e+00,6.941752433776855469e-01,6.932308673858642578e-01
9.000000000000000000e+00,6.931469440460205078e-01,6.921191811561584473e-01
1.000000000000000000e+01,6.920457482337951660e-01,6.909599304199218750e-01
1.100000000000000000e+01,6.908673048019409180e-01,6.896557807922363281e-01
1.200000000000000000e+01,6.895189285278320312e-01,6.886070370674133301e-01
1.300000000000000000e+01,6.884097456932067871e-01,6.873653531074523926e-01
1.400000000000000000e+01,6.871627569198608398e-01,6.858195066452026367e-01
1.500000000000000000e+01,6.856847405433654785e-01,6.840780377388000488e-01
1.600000000000000000e+01,6.840625405311584473e-01,6.824508309364318848e-01
1.700000000000000000e+01,6.825385689735412598e-01,6.806818246841430664e-01
1.800000000000000000e+01,6.808437705039978027e-01,6.786616444587707520e-01
1.900000000000000000e+01,6.788826584815979004e-01,6.765368580818176270e-01
2.000000000000000000e+01,6.768378019332885742e-01,6.743140816688537598e-01
2.100000000000000000e+01,6.747476458549499512e-01,6.721230745315551758e-01
2.200000000000000000e+01,6.727274656295776367e-01,6.697715520858764648e-01
2.300000000000000000e+01,6.705603003501892090e-01,6.671272516250610352e-01
2.400000000000000000e+01,6.681246161460876465e-01,6.642102599143981934e-01
2.500000000000000000e+01,6.654854416847229004e-01,6.610794067382812500e-01
2.600000000000000000e+01,6.626185774803161621e-01,6.577562689781188965e-01
2.700000000000000000e+01,6.596122980117797852e-01,6.541141271591186523e-01
2.800000000000000000e+01,6.563246846199035645e-01,6.501532196998596191e-01
2.900000000000000000e+01,6.528158783912658691e-01,6.459810137748718262e-01
3.000000000000000000e+01,6.491325497627258301e-01,6.414237618446350098e-01
3.100000000000000000e+01,6.451550126075744629e-01,6.365714073181152344e-01
3.200000000000000000e+01,6.408895850181579590e-01,6.318231821060180664e-01
3.300000000000000000e+01,6.367057561874389648e-01,6.269130706787109375e-01
3.400000000000000000e+01,6.323347687721252441e-01,6.215610504150390625e-01
3.500000000000000000e+01,6.274991035461425781e-01,6.159673333168029785e-01
3.600000000000000000e+01,6.224343776702880859e-01,6.097225546836853027e-01
3.700000000000000000e+01,6.169000267982482910e-01,6.030086874961853027e-01
3.800000000000000000e+01,6.109956502914428711e-01,5.959188342094421387e-01
3.900000000000000000e+01,6.048394441604614258e-01,5.884828567504882812e-01
4.000000000000000000e+01,5.984699130058288574e-01,5.805766582489013672e-01
4.100000000000000000e+01,5.916665196418762207e-01,5.722066164016723633e-01
4.200000000000000000e+01,5.844599604606628418e-01,5.636549592018127441e-01
4.300000000000000000e+01,5.772281289100646973e-01,5.547226071357727051e-01
4.400000000000000000e+01,5.698006153106689453e-01,5.455948710441589355e-01
4.500000000000000000e+01,5.619785189628601074e-01,5.360147356986999512e-01
4.600000000000000000e+01,5.539366602897644043e-01,5.257131457328796387e-01
4.700000000000000000e+01,5.455178618431091309e-01,5.151540637016296387e-01
4.800000000000000000e+01,5.371181964874267578e-01,5.043312907218933105e-01
4.900000000000000000e+01,5.284445285797119141e-01,4.934507608413696289e-01
5.000000000000000000e+01,5.197241902351379395e-01,4.823668599128723145e-01
5.100000000000000000e+01,5.109277367591857910e-01,4.708563089370727539e-01
5.200000000000000000e+01,5.020704269409179688e-01,4.588991105556488037e-01
5.300000000000000000e+01,4.930720627307891846e-01,4.470200240612030029e-01
5.400000000000000000e+01,4.842955768108367920e-01,4.353191554546356201e-01
5.500000000000000000e+01,4.752144813537597656e-01,4.238004684448242188e-01
5.600000000000000000e+01,4.663744270801544189e-01,4.119928181171417236e-01
5.700000000000000000e+01,4.575218260288238525e-01,4.000262022018432617e-01
5.800000000000000000e+01,4.487091898918151855e-01,3.882967829704284668e-01
5.900000000000000000e+01,4.402656555175781250e-01,3.775012493133544922e-01
6.000000000000000000e+01,4.316933453083038330e-01,3.670893907546997070e-01
6.100000000000000000e+01,4.233116805553436279e-01,3.566865324974060059e-01
6.200000000000000000e+01,4.149533808231353760e-01,3.464459776878356934e-01
6.300000000000000000e+01,4.066877067089080811e-01,3.370936810970306396e-01
6.400000000000000000e+01,3.983449339866638184e-01,3.280051052570343018e-01
6.500000000000000000e+01,3.899242281913757324e-01,3.197009265422821045e-01
6.600000000000000000e+01,3.819101750850677490e-01,3.120538294315338135e-01
6.700000000000000000e+01,3.737972378730773926e-01,3.046681284904479980e-01
6.800000000000000000e+01,3.659952580928802490e-01,2.979229986667633057e-01
6.900000000000000000e+01,3.584029674530029297e-01,2.922090590000152588e-01
7.000000000000000000e+01,3.513361215591430664e-01,2.877302169799804688e-01
7.100000000000000000e+01,3.445896208286285400e-01,2.837093174457550049e-01
7.200000000000000000e+01,3.384068906307220459e-01,2.806218266487121582e-01
7.300000000000000000e+01,3.329585194587707520e-01,2.794882655143737793e-01
7.400000000000000000e+01,3.282844126224517822e-01,2.784078121185302734e-01
7.500000000000000000e+01,3.240005671977996826e-01,2.771655917167663574e-01
7.600000000000000000e+01,3.200710415840148926e-01,2.756300568580627441e-01
7.700000000000000000e+01,3.163575530052185059e-01,2.742438018321990967e-01
7.800000000000000000e+01,3.129371702671051025e-01,2.729987204074859619e-01
7.900000000000000000e+01,3.098422884941101074e-01,2.714025378227233887e-01
8.000000000000000000e+01,3.068499565124511719e-01,2.696356773376464844e-01
8.100000000000000000e+01,3.038486242294311523e-01,2.676936686038970947e-01
8.200000000000000000e+01,3.008909225463867188e-01,2.651148438453674316e-01
